category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_set
Organismal Systems,Immune system,mmu04672,Intestinal immune network for IgA production - Mus musculus (house mouse),2/260,20/5932,0.1,2.28153846153846,1.22902850265621,0.2177720256063,0.628536164281102,0.523882617851202,16168/20315,2,Upregulated advanced-passage signature
Organismal Systems,Sensory system,mmu04740,Olfactory transduction - Mus musculus (house mouse),3/260,37/5932,0.0810810810810811,1.84989604989605,1.11021551700451,0.219637172648415,0.628536164281102,0.523882617851202,14919/258869/258321,3,Upregulated advanced-passage signature
Environmental Information Processing,Signaling molecules and interaction,mmu04514,Cell adhesion molecule (CAM) interaction - Mus musculus (house mouse),5/260,76/5932,0.0657894736842105,1.50101214574899,0.941102747622588,0.239417378382238,0.67086744567523,0.559165587669043,12490/13003/18189/320840/239250,5,Upregulated advanced-passage signature
Organismal Systems,Sensory system,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),5/260,76/5932,0.0657894736842105,1.50101214574899,0.941102747622588,0.239417378382238,0.67086744567523,0.559165587669043,16000/15559/15558/15560/18795,5,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04150,mTOR signaling pathway - Mus musculus (house mouse),8/260,136/5932,0.0588235294117647,1.3420814479638,0.864007102381093,0.245653202396173,0.681244447882171,0.567814781447476,16000/14368/22410/22419/72446/22417/14362/320311,8,Upregulated advanced-passage signature
Metabolism,Metabolism of cofactors and vitamins,mmu00830,Retinol metabolism - Mus musculus (house mouse),2/260,22/5932,0.0909090909090909,2.07412587412587,1.08057596429356,0.250678914211835,0.688088040030444,0.573518890731695,11529/11522,2,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway - Mus musculus (house mouse),6/260,99/5932,0.0606060606060606,1.38275058275058,0.822185843170083,0.266317971030568,0.711645307217792,0.59315378766343,13614/14102/16449/14825/22341/16168,6,Upregulated advanced-passage signature
Metabolism,Amino acid metabolism,mmu00250,"Alanine, aspartate and glutamate metabolism - Mus musculus (house mouse)",2/260,23/5932,0.0869565217391304,1.98394648829431,1.0121874028361,0.267197680405193,0.711645307217792,0.59315378766343,268860/11898,2,Upregulated advanced-passage signature
Human Diseases,Endocrine and metabolic disease,mmu04940,Type I diabetes mellitus - Mus musculus (house mouse),2/260,23/5932,0.0869565217391304,1.98394648829431,1.0121874028361,0.267197680405193,0.711645307217792,0.59315378766343,14102/12876,2,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),7/260,121/5932,0.0578512396694215,1.31989828353465,0.761134981050208,0.279735470818788,0.737733741669157,0.6148984033478,12289/11550/230103/213435/18795/58802/14677,7,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00600,Sphingolipid metabolism - Mus musculus (house mouse),3/260,46/5932,0.0652173913043478,1.48795986622074,0.711271513396445,0.327727078838495,0.843283220467636,0.702873511874806,14667/67260/58994,3,Upregulated advanced-passage signature
Organismal Systems,Circulatory system,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),4/260,66/5932,0.0606060606060606,1.38275058275058,0.669420987264667,0.327985030963618,0.843283220467636,0.702873511874806,12289/76757/12296/81904,4,Upregulated advanced-passage signature
Cellular Processes,Transport and catabolism,mmu04148,Efferocytosis - Mus musculus (house mouse),7/260,128/5932,0.0546875,1.24771634615385,0.606566573064441,0.329162595349821,0.843283220467636,0.702873511874806,16452/14456/21825/140580/12484/12642/70676,7,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00640,Propanoate metabolism - Mus musculus (house mouse),2/260,27/5932,0.0740740740740741,1.69002849002849,0.769345607131331,0.332941054543837,0.844916449738605,0.70423480256045,380660/268860,2,Upregulated advanced-passage signature
Metabolism,Metabolism of cofactors and vitamins,mmu00730,Thiamine metabolism - Mus musculus (house mouse),1/260,10/5932,0.1,2.28153846153846,0.868320327731471,0.361443083015805,0.907130459779068,0.756089954736613,11647,1,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04340,Hedgehog signaling pathway - Mus musculus (house mouse),3/260,49/5932,0.0612244897959184,1.39686028257457,0.59719859596168,0.364201076788622,0.907130459779068,0.756089954736613,19206/14725/14633,3,Upregulated advanced-passage signature
Organismal Systems,Circulatory system,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),6/260,113/5932,0.0530973451327434,1.21143635125936,0.485822051595836,0.375377449015573,0.907378988791313,0.756297102768733,12289/11550/18795/14677/12296/81904,6,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04611,Platelet activation - Mus musculus (house mouse),5/260,92/5932,0.0543478260869565,1.23996655518395,0.496616028069163,0.377575393837402,0.907378988791313,0.756297102768733,12842/12843/213435/18795/14677,5,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00051,Fructose and mannose metabolism - Mus musculus (house mouse),2/260,30/5932,0.0666666666666667,1.52102564102564,0.6124951389404,0.381166638414195,0.907378988791313,0.756297102768733,69064/66065,2,Upregulated advanced-passage signature
Metabolism,Amino acid metabolism,mmu00260,"Glycine, serine and threonine metabolism - Mus musculus (house mouse)",2/260,30/5932,0.0666666666666667,1.52102564102564,0.6124951389404,0.381166638414195,0.907378988791313,0.756297102768733,11754/12411,2,Upregulated advanced-passage signature
Environmental Information Processing,Membrane transport,mmu02010,ABC transporters - Mus musculus (house mouse),2/260,30/5932,0.0666666666666667,1.52102564102564,0.6124951389404,0.381166638414195,0.907378988791313,0.756297102768733,192663/217262,2,Upregulated advanced-passage signature
Metabolism,Amino acid metabolism,mmu00360,Phenylalanine metabolism - Mus musculus (house mouse),1/260,11/5932,0.0909090909090909,2.07412587412587,0.763372507849542,0.389478341106972,0.91104064137196,0.759349076940824,11754,1,Upregulated advanced-passage signature
,,mmu03273,Virion - Lassa virus and SFTS virus - Mus musculus (house mouse),1/260,11/5932,0.0909090909090909,2.07412587412587,0.763372507849542,0.389478341106972,0.91104064137196,0.759349076940824,211712,1,Upregulated advanced-passage signature
Human Diseases,Substance dependence,mmu05030,Cocaine addiction - Mus musculus (house mouse),2/260,31/5932,0.0645161290322581,1.47196029776675,0.564034970033763,0.396923607452407,0.912585046193996,0.760636332769795,12064/14677,2,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05204,Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse),2/260,31/5932,0.0645161290322581,1.47196029776675,0.564034970033763,0.396923607452407,0.912585046193996,0.760636332769795,14871/56615,2,Upregulated advanced-passage signature
Human Diseases,Infectious disease: bacterial,mmu05152,Tuberculosis - Mus musculus (house mouse),6/260,117/5932,0.0512820512820513,1.17001972386588,0.39764900742751,0.407133806355349,0.923655753279696,0.769863727053709,21809/22337/16452/24088/242341/21808,6,Upregulated advanced-passage signature
Cellular Processes,Transport and catabolism,mmu04146,Peroxisome - Mus musculus (house mouse),4/260,74/5932,0.0540540540540541,1.23326403326403,0.432286309500918,0.40860607672968,0.923655753279696,0.769863727053709,93732/13850/212503/58869,4,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04670,Leukocyte transendothelial migration - Mus musculus (house mouse),4/260,75/5932,0.0533333333333333,1.21682051282051,0.404553452529787,0.418599226368739,0.938359932443256,0.782119607162643,17390/14677/20315/17972,4,Upregulated advanced-passage signature
Human Diseases,Cardiovascular disease,mmu05416,Viral myocarditis - Mus musculus (house mouse),3/260,54/5932,0.0555555555555556,1.26752136752137,0.422788425944265,0.424140838340984,0.942924673667147,0.785924302450019,12389/170758/18125,3,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00565,Ether lipid metabolism - Mus musculus (house mouse),2/260,33/5932,0.0606060606060606,1.38275058275058,0.472026256929055,0.42786368191117,0.943404347820531,0.786324109120615,18606/665270,2,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00592,alpha-Linolenic acid metabolism - Mus musculus (house mouse),1/260,13/5932,0.0769230769230769,1.75502958579882,0.583437044884075,0.44192329614066,0.966482655787297,0.805559795275658,665270,1,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05219,Bladder cancer - Mus musculus (house mouse),2/260,35/5932,0.0571428571428571,1.30373626373626,0.385831453997018,0.457953547105589,0.976949458420354,0.814283837384212,17390/21825,2,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00591,Linoleic acid metabolism - Mus musculus (house mouse),1/260,14/5932,0.0714285714285714,1.62967032967033,0.504977807030121,0.46643756257138,0.976949458420354,0.814283837384212,665270,1,Upregulated advanced-passage signature
Human Diseases,Substance dependence,mmu05033,Nicotine addiction - Mus musculus (house mouse),1/260,14/5932,0.0714285714285714,1.62967032967033,0.504977807030121,0.46643756257138,0.976949458420354,0.814283837384212,12286,1,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),3/260,58/5932,0.0517241379310345,1.18010610079576,0.29509236611699,0.470673344593776,0.976949458420354,0.814283837384212,16452/22637/16449,3,Upregulated advanced-passage signature
Organismal Systems,Digestive system,mmu04972,Pancreatic secretion - Mus musculus (house mouse),3/260,58/5932,0.0517241379310345,1.18010610079576,0.29509236611699,0.470673344593776,0.976949458420354,0.814283837384212,12349/18795/11722,3,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05218,Melanoma - Mus musculus (house mouse),3/260,58/5932,0.0517241379310345,1.18010610079576,0.29509236611699,0.470673344593776,0.976949458420354,0.814283837384212,16000/14165/18596,3,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00620,Pyruvate metabolism - Mus musculus (house mouse),2/260,36/5932,0.0555555555555556,1.26752136752137,0.344677959835996,0.472653230578405,0.976949458420354,0.814283837384212,11529/11522,2,Upregulated advanced-passage signature
Organismal Systems,Excretory system,mmu04964,Proximal tubule bicarbonate reclamation - Mus musculus (house mouse),1/260,15/5932,0.0666666666666667,1.52102564102564,0.432550149433201,0.489878967392509,0.976949458420354,0.814283837384212,12349,1,Upregulated advanced-passage signature
Organismal Systems,Digestive system,mmu04977,Vitamin digestion and absorption - Mus musculus (house mouse),1/260,15/5932,0.0666666666666667,1.52102564102564,0.432550149433201,0.489878967392509,0.976949458420354,0.814283837384212,665270,1,Upregulated advanced-passage signature
Human Diseases,Substance dependence,mmu05034,Alcoholism - Mus musculus (house mouse),5/260,105/5932,0.0476190476190476,1.08644688644689,0.191339229744603,0.490654920947566,0.976949458420354,0.814283837384212,14706/14702/12064/14677/97114,5,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05210,Colorectal cancer - Mus musculus (house mouse),4/260,83/5932,0.0481927710843374,1.09953660797034,0.195507578679227,0.496731445470904,0.976949458420354,0.814283837384212,12006/170758/21809/21808,4,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00071,Fatty acid degradation - Mus musculus (house mouse),2/260,38/5932,0.0526315789473684,1.20080971659919,0.265860600094846,0.501320617252692,0.976949458420354,0.814283837384212,11529/11522,2,Upregulated advanced-passage signature
Organismal Systems,Excretory system,mmu04961,Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse),2/260,38/5932,0.0526315789473684,1.20080971659919,0.265860600094846,0.501320617252692,0.976949458420354,0.814283837384212,22337/18795,2,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),7/260,152/5932,0.0460526315789474,1.05070850202429,0.135587976980014,0.502420390559795,0.976949458420354,0.814283837384212,18596/329278/17389/21808/171543/21825/387217,7,Upregulated advanced-passage signature
Human Diseases,Cardiovascular disease,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),8/260,176/5932,0.0454545454545455,1.03706293706294,0.106860769778109,0.510265213126903,0.976949458420354,0.814283837384212,12842/27273/21809/12843/17390/21808/18795/17972,8,Upregulated advanced-passage signature
Metabolism,Metabolism of cofactors and vitamins,mmu00770,Pantothenate and CoA biosynthesis - Mus musculus (house mouse),1/260,16/5932,0.0625,1.42596153846154,0.3652572293869,0.512294290779013,0.976949458420354,0.814283837384212,99586,1,Upregulated advanced-passage signature
Metabolism,Amino acid metabolism,mmu00330,Arginine and proline metabolism - Mus musculus (house mouse),2/260,39/5932,0.0512820512820513,1.17001972386588,0.228058316649376,0.515275179281554,0.976949458420354,0.814283837384212,18125/320452,2,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04928,"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",4/260,85/5932,0.0470588235294118,1.07366515837104,0.146449390219131,0.515593723505958,0.976949458420354,0.814283837384212,22337/17389/18795/14677,4,Upregulated advanced-passage signature
Cellular Processes,Transport and catabolism,mmu04145,Phagocytosis - Mus musculus (house mouse),8/260,177/5932,0.0451977401129944,1.03120382442416,0.0902306985655847,0.516796741107885,0.976949458420354,0.814283837384212,17394/24088/242341/11647/18125/12845/21825/17972,8,Upregulated advanced-passage signature
Human Diseases,Immune disease,mmu05320,Autoimmune thyroid disease - Mus musculus (house mouse),1/260,17/5932,0.0588235294117647,1.3420814479638,0.302384226467618,0.533728280704209,0.976949458420354,0.814283837384212,14102,1,Upregulated advanced-passage signature
Human Diseases,Immune disease,mmu05330,Allograft rejection - Mus musculus (house mouse),1/260,17/5932,0.0588235294117647,1.3420814479638,0.302384226467618,0.533728280704209,0.976949458420354,0.814283837384212,14102,1,Upregulated advanced-passage signature
Human Diseases,Immune disease,mmu05332,Graft-versus-host disease - Mus musculus (house mouse),1/260,17/5932,0.0588235294117647,1.3420814479638,0.302384226467618,0.533728280704209,0.976949458420354,0.814283837384212,14102,1,Upregulated advanced-passage signature
Human Diseases,Immune disease,mmu05340,Primary immunodeficiency - Mus musculus (house mouse),1/260,17/5932,0.0588235294117647,1.3420814479638,0.302384226467618,0.533728280704209,0.976949458420354,0.814283837384212,22637,1,Upregulated advanced-passage signature
,,mmu04382,Cornified envelope formation - Mus musculus (house mouse),4/260,88/5932,0.0454545454545455,1.03706293706294,0.0749909040917862,0.543259648232246,0.976949458420354,0.814283837384212,13850/18553/94216/19041,4,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05211,Renal cell carcinoma - Mus musculus (house mouse),3/260,65/5932,0.0461538461538462,1.05301775147929,0.0920136935448586,0.547676632022771,0.976949458420354,0.814283837384212,21809/18481/21808,3,Upregulated advanced-passage signature
Metabolism,Glycan biosynthesis and metabolism,mmu00512,Mucin type O-glycan biosynthesis - Mus musculus (house mouse),1/260,18/5932,0.0555555555555556,1.26752136752137,0.243352937620673,0.554223740893035,0.976949458420354,0.814283837384212,14537,1,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04923,Regulation of lipolysis in adipocytes - Mus musculus (house mouse),2/260,42/5932,0.0476190476190476,1.08644688644689,0.120364628196605,0.555564543732144,0.976949458420354,0.814283837384212,23945/14677,2,Upregulated advanced-passage signature
Human Diseases,Drug resistance: antineoplastic,mmu01524,Platinum drug resistance - Mus musculus (house mouse),3/260,66/5932,0.0454545454545455,1.03706293706294,0.0648221297046784,0.558138136835111,0.976949458420354,0.814283837384212,14871/56615/14102,3,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04650,Natural killer cell mediated cytotoxicity - Mus musculus (house mouse),3/260,66/5932,0.0454545454545455,1.03706293706294,0.0648221297046784,0.558138136835111,0.976949458420354,0.814283837384212,170758/14102/22637,3,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04925,Aldosterone synthesis and secretion - Mus musculus (house mouse),3/260,66/5932,0.0454545454545455,1.03706293706294,0.0648221297046784,0.558138136835111,0.976949458420354,0.814283837384212,12289/12291/18795,3,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05215,Prostate cancer - Mus musculus (house mouse),4/260,90/5932,0.0444444444444444,1.01401709401709,0.0286867262859578,0.561249386461016,0.976949458420354,0.814283837384212,16000/18596/14183/11835,4,Upregulated advanced-passage signature
,,mmu04517,IgSF CAM signaling - Mus musculus (house mouse),9/260,209/5932,0.0430622009569378,0.982480677217519,-0.0552028003454525,0.571323717715763,0.976949458420354,0.814283837384212,18481/20563/213435/17196/16492/239250/235379/243499/22253,9,Upregulated advanced-passage signature
Metabolism,Glycan biosynthesis and metabolism,mmu00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (house mouse),1/260,19/5932,0.0526315789473684,1.20080971659919,0.187689556941542,0.573821614982959,0.976949458420354,0.814283837384212,60322,1,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00650,Butanoate metabolism - Mus musculus (house mouse),1/260,19/5932,0.0526315789473684,1.20080971659919,0.187689556941542,0.573821614982959,0.976949458420354,0.814283837384212,268860,1,Upregulated advanced-passage signature
Metabolism,Metabolism of cofactors and vitamins,mmu00790,Folate biosynthesis - Mus musculus (house mouse),1/260,19/5932,0.0526315789473684,1.20080971659919,0.187689556941542,0.573821614982959,0.976949458420354,0.814283837384212,11647,1,Upregulated advanced-passage signature
Metabolism,Glycan biosynthesis and metabolism,mmu00601,Glycosphingolipid biosynthesis - lacto and neolacto series - Mus musculus (house mouse),1/260,20/5932,0.05,1.14076923076923,0.135001330123702,0.592561067055414,0.999917273450932,0.833427428076887,26877,1,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse),3/260,70/5932,0.0428571428571429,0.977802197802198,-0.0399961892805262,0.598500442408457,0.999917273450932,0.833427428076887,16452/22637/24088,3,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),2/260,46/5932,0.0434782608695652,0.991973244147157,-0.0117001482669737,0.605509274691161,0.999917273450932,0.833427428076887,11529/11522,2,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00500,Starch and sucrose metabolism - Mus musculus (house mouse),1/260,21/5932,0.0476190476190476,1.08644688644689,0.0849593240699164,0.610479558693708,0.999917273450932,0.833427428076887,11722,1,Upregulated advanced-passage signature
Metabolism,Glycan biosynthesis and metabolism,mmu00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse),1/260,21/5932,0.0476190476190476,1.08644688644689,0.0849593240699164,0.610479558693708,0.999917273450932,0.833427428076887,15476,1,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04912,GnRH signaling pathway - Mus musculus (house mouse),3/260,72/5932,0.0416666666666667,0.950641025641026,-0.0902123698899872,0.617759858525144,0.999917273450932,0.833427428076887,12289/17390/18795,3,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04613,Neutrophil extracellular trap formation - Mus musculus (house mouse),4/260,97/5932,0.0412371134020619,0.940840602696273,-0.125768448307152,0.621045935501721,0.999917273450932,0.833427428076887,24088/18795/17972/97114,4,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05212,Pancreatic cancer - Mus musculus (house mouse),3/260,73/5932,0.0410958904109589,0.937618545837724,-0.114812110488895,0.627153285246777,0.999917273450932,0.833427428076887,170758/21809/21808,3,Upregulated advanced-passage signature
Metabolism,Metabolism of other amino acids,mmu00480,Glutathione metabolism - Mus musculus (house mouse),2/260,48/5932,0.0416666666666667,0.950641025641026,-0.0735077176323129,0.628846567991851,0.999917273450932,0.833427428076887,14871/56615,2,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05170,Human immunodeficiency virus 1 infection - Mus musculus (house mouse),7/260,172/5932,0.0406976744186047,0.928533094812165,-0.203629400383799,0.634867641711152,0.999917273450932,0.833427428076887,170758/14706/14102/24088/18481/14702/14677,7,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04064,NF-kappa B signaling pathway - Mus musculus (house mouse),3/260,74/5932,0.0405405405405405,0.924948024948025,-0.139086771595215,0.636387674339049,0.999917273450932,0.833427428076887,22637/14825/20315,3,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04918,Thyroid hormone synthesis - Mus musculus (house mouse),2/260,49/5932,0.0408163265306122,0.931240188383045,-0.103470326357285,0.640108078255819,0.999917273450932,0.833427428076887,14725/18795,2,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00062,Fatty acid elongation - Mus musculus (house mouse),1/260,23/5932,0.0434782608695652,0.991973244147157,-0.00825713720872408,0.643995433730812,0.999917273450932,0.833427428076887,74559,1,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu01040,Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse),1/260,23/5932,0.0434782608695652,0.991973244147157,-0.00825713720872408,0.643995433730812,0.999917273450932,0.833427428076887,74559,1,Upregulated advanced-passage signature
Cellular Processes,Transport and catabolism,mmu04144,Endocytosis - Mus musculus (house mouse),9/260,225/5932,0.04,0.912615384615385,-0.28609141567497,0.660398594126667,0.999917273450932,0.833427428076887,14773/12389/71889/13196/57440/20408/14183/212285/16572,9,Upregulated advanced-passage signature
Human Diseases,Infectious disease: bacterial,mmu05134,Legionellosis - Mus musculus (house mouse),2/260,52/5932,0.0384615384615385,0.877514792899408,-0.189923705305938,0.672283259679335,0.999917273450932,0.833427428076887,24088/14825,2,Upregulated advanced-passage signature
Human Diseases,Endocrine and metabolic disease,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),4/260,104/5932,0.0384615384615385,0.877514792899408,-0.269788270373798,0.675487512720071,0.999917273450932,0.833427428076887,14102/14825/11529/11522,4,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),6/260,155/5932,0.0387096774193548,0.88317617866005,-0.315521238703471,0.680800694217922,0.999917273450932,0.833427428076887,14706/14102/16452/14825/277360/14702,6,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04071,Sphingolipid signaling pathway - Mus musculus (house mouse),4/260,105/5932,0.0380952380952381,0.869157509157509,-0.28960327485073,0.682807615364527,0.999917273450932,0.833427428076887,67260/170758/18795/14677,4,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),4/260,107/5932,0.0373831775700935,0.852911574406902,-0.328703969155745,0.697100352409446,0.999917273450932,0.833427428076887,12159/22417/18795/329650,4,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),7/260,183/5932,0.0382513661202186,0.872719630096679,-0.374432333295602,0.698515672725948,0.999917273450932,0.833427428076887,170758/14706/14102/14702/18795/14677/20315,7,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),5/260,133/5932,0.037593984962406,0.857721226142279,-0.355280936427355,0.700175370648922,0.999917273450932,0.833427428076887,22431/16000/16009/15446/97114,5,Upregulated advanced-passage signature
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),6/260,159/5932,0.0377358490566038,0.860957910014514,-0.380475411569627,0.704431742732558,0.999917273450932,0.833427428076887,14102/16452/24088/14825/18795/17972,6,Upregulated advanced-passage signature
Organismal Systems,Aging,mmu04213,Longevity regulating pathway - multiple species - Mus musculus (house mouse),2/260,56/5932,0.0357142857142857,0.814835164835165,-0.298053453119874,0.711520334180875,0.999917273450932,0.833427428076887,16000/15376,2,Upregulated advanced-passage signature
Human Diseases,Drug resistance: antineoplastic,mmu01522,Endocrine resistance - Mus musculus (house mouse),3/260,83/5932,0.036144578313253,0.824652455977757,-0.344413723334355,0.712273384555049,0.999917273450932,0.833427428076887,16000/16449/17390,3,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05222,Small cell lung cancer - Mus musculus (house mouse),3/260,83/5932,0.036144578313253,0.824652455977757,-0.344413723334355,0.712273384555049,0.999917273450932,0.833427428076887,218772/16775/94216,3,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05161,Hepatitis B - Mus musculus (house mouse),5/260,135/5932,0.037037037037037,0.845014245014245,-0.38997749223825,0.71261302262202,0.999917273450932,0.833427428076887,21809/14102/16452/24088/21808,5,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04913,Ovarian steroidogenesis - Mus musculus (house mouse),1/260,28/5932,0.0357142857142857,0.814835164835165,-0.210255264658463,0.715743995704839,0.999917273450932,0.833427428076887,16000,1,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05230,Central carbon metabolism in cancer - Mus musculus (house mouse),2/260,57/5932,0.0350877192982456,0.800539811066127,-0.323945717745054,0.720696007948212,0.999917273450932,0.833427428076887,18596/14183,2,Upregulated advanced-passage signature
Organismal Systems,Excretory system,mmu04960,Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse),1/260,29/5932,0.0344827586206897,0.786737400530504,-0.246467596976244,0.728262044674477,0.999917273450932,0.833427428076887,16000,1,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04072,Phospholipase D signaling pathway - Mus musculus (house mouse),4/260,114/5932,0.0350877192982456,0.800539811066127,-0.460367141201454,0.743477356746335,0.999917273450932,0.833427428076887,18596/19220/78134/18795,4,Upregulated advanced-passage signature
Metabolism,Global and overview maps,mmu01230,Biosynthesis of amino acids - Mus musculus (house mouse),2/260,60/5932,0.0333333333333333,0.760512820512821,-0.39916035100635,0.74676088037169,0.999917273450932,0.833427428076887,12411/11898,2,Upregulated advanced-passage signature
Metabolism,Metabolism of cofactors and vitamins,mmu00670,One carbon pool by folate - Mus musculus (house mouse),1/260,31/5932,0.032258064516129,0.735980148883375,-0.315527449062,0.75167442659805,0.999917273450932,0.833427428076887,12411,1,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),2/260,61/5932,0.0327868852459016,0.748045397225725,-0.423461273053802,0.754975113390353,0.999917273450932,0.833427428076887,14825/57890,2,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04915,Estrogen signaling pathway - Mus musculus (house mouse),3/260,92/5932,0.0326086956521739,0.743979933110368,-0.529839121236159,0.775401200899443,0.999917273450932,0.833427428076887,17390/18795/14677,3,Upregulated advanced-passage signature
Human Diseases,Neurodegenerative disease,mmu05022,Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),15/260,401/5932,0.0374064837905237,0.853443314789948,-0.650666602284969,0.77754212487024,0.999917273450932,0.833427428076887,12006/12289/14368/22410/67847/14102/18125/22419/67790/22417/14362/12064/18795/20192/16572,15,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),3/260,93/5932,0.032258064516129,0.735980148883375,-0.549403400817309,0.781664555192225,0.999917273450932,0.833427428076887,16000/13614/11602,3,Upregulated advanced-passage signature
Organismal Systems,Environmental adaptation,mmu04710,Circadian rhythm - Mus musculus (house mouse),1/260,34/5932,0.0294117647058824,0.6710407239819,-0.411824079618454,0.783078438107529,0.999917273450932,0.833427428076887,19885,1,Upregulated advanced-passage signature
Organismal Systems,Digestive system,mmu04976,Bile secretion - Mus musculus (house mouse),1/260,35/5932,0.0285714285714286,0.651868131868132,-0.442226500094991,0.792640934901704,0.999917273450932,0.833427428076887,12349,1,Upregulated advanced-passage signature
Organismal Systems,Development and regeneration,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),3/260,95/5932,0.0315789473684211,0.720485829959514,-0.587967485528138,0.79376089230624,0.999917273450932,0.833427428076887,21808/18383/17972,3,Upregulated advanced-passage signature
