ensembl_gene_id,symbol,trajectory_direction,average_post_log2FC,average_post_fdr
ENSMUSG00000033685,Ucp2,higher,1.0147405937402,0.0000000000000000000000000000000000711078341311332
ENSMUSG00000025150,Cbr2,higher,1.18543781161571,0.0000000000000000000000000000000000742552215688852
ENSMUSG00000024544,Ldlrad4,higher,1.15983272112429,0.0000000000000000000000000000000000763451471551645
ENSMUSG00000055148,Klf2,lower,-1.66367070047547,0.000000000000000000000000000000000078732434585563
ENSMUSG00000030730,Atp2a1,lower,-1.82684271955755,0.0000000000000000000000000000000000984037396607883
ENSMUSG00000078249,Hmga1b,lower,-1.41587872992699,0.000000000000000000000000000000000131204110206049
ENSMUSG00000054793,Cadm4,lower,-1.82603534704354,0.000000000000000000000000000000000137646467888749
ENSMUSG00000020173,Cobl,lower,-1.31679407120728,0.000000000000000000000000000000000181075013377458
ENSMUSG00000021403,Serpinb9b,lower,-2.63171156876081,0.000000000000000000000000000000000217772285636168
ENSMUSG00000035095,Fam167a,lower,-2.00872692399347,0.000000000000000000000000000000000245696569526026
ENSMUSG00000008489,Elavl2,higher,4.98285724766914,0.000000000000000000000000000000000282437938006183
ENSMUSG00000031438,Rnf128,lower,-1.22088135482666,0.000000000000000000000000000000000294355765896317
ENSMUSG00000047261,Gap43,lower,-1.60069924231363,0.000000000000000000000000000000000322749005686021
ENSMUSG00000024798,Htr7,higher,1.902467831374,0.00000000000000000000000000000000032611916325896
ENSMUSG00000025931,Paqr8,lower,-1.50778364011605,0.000000000000000000000000000000000483798787838493
ENSMUSG00000049538,Adamts16,higher,2.52296823119142,0.000000000000000000000000000000000520643034847364
ENSMUSG00000056486,Chn1,lower,-1.04620457104024,0.000000000000000000000000000000000550865928219314
ENSMUSG00000045672,Col27a1,higher,2.01952745900532,0.000000000000000000000000000000000624927029679594
ENSMUSG00000026748,Plxdc2,lower,-2.59573561229107,0.000000000000000000000000000000000631045530742997
ENSMUSG00000031075,Ano1,higher,2.04948227539776,0.000000000000000000000000000000000771267120312296
ENSMUSG00000041559,Fmod,higher,5.28918562115481,0.00000000000000000000000000000000107810486422274
ENSMUSG00000015189,Casd1,lower,-1.4326394846899,0.00000000000000000000000000000000112713251788885
ENSMUSG00000038068,Rnf144b,lower,-2.16357682527037,0.00000000000000000000000000000000127595503903096
ENSMUSG00000016756,Cmah,lower,-3.06461928495218,0.00000000000000000000000000000000158923146812764
ENSMUSG00000021732,Fgf10,higher,3.33215733073588,0.00000000000000000000000000000000184120932674974
ENSMUSG00000031520,Vegfc,higher,1.25949742479908,0.00000000000000000000000000000000208304005882474
ENSMUSG00000034614,Pik3ip1,higher,1.66673710598553,0.00000000000000000000000000000000238498981755608
ENSMUSG00000029380,Cxcl1,higher,1.98878260237408,0.00000000000000000000000000000000281358897372391
ENSMUSG00000020882,Cacnb1,lower,-1.28319092932779,0.00000000000000000000000000000000422157956887227
ENSMUSG00000031791,Tmem38a,lower,-1.25261821542259,0.00000000000000000000000000000000573453499637188
ENSMUSG00000017446,C1qtnf1,higher,1.15127502890988,0.00000000000000000000000000000000574889081399814
ENSMUSG00000030672,Mylpf,lower,-2.469500203783,0.00000000000000000000000000000000692552745140373
ENSMUSG00000050069,Grem2,higher,2.68828136568349,0.00000000000000000000000000000000706637187117987
ENSMUSG00000032744,Heyl,lower,-2.48544244944141,0.00000000000000000000000000000000801563073950775
ENSMUSG00000061601,Pclo,lower,-1.78894806090186,0.00000000000000000000000000000000840737520306328
ENSMUSG00000037887,Dusp8,lower,-1.52618954636079,0.0000000000000000000000000000000103542066004623
ENSMUSG00000026308,Klhl30,lower,-1.15210794887874,0.0000000000000000000000000000000114570318803165
ENSMUSG00000026479,Lamc2,lower,-1.7302510844689,0.0000000000000000000000000000000166030534640579
ENSMUSG00000001510,Dlx3,lower,-1.49653267057186,0.0000000000000000000000000000000203255958577662
ENSMUSG00000022788,Fgd4,lower,-2.64571220360293,0.000000000000000000000000000000027089534053967
ENSMUSG00000004698,Hdac9,lower,-2.54667293546559,0.0000000000000000000000000000000284761254535836
ENSMUSG00000035305,Ror1,higher,2.47865797954324,0.0000000000000000000000000000000424995208557981
ENSMUSG00000031962,Cdh15,lower,-1.41280184951898,0.0000000000000000000000000000000537793966883138
ENSMUSG00000020205,Phlda1,lower,-1.00586549796689,0.0000000000000000000000000000000544669066122316
ENSMUSG00000051022,Hs3st1,higher,4.1412046588675,0.0000000000000000000000000000000667260965855748
ENSMUSG00000000184,Ccnd2,lower,-1.69870447732527,0.0000000000000000000000000000000669187796802373
ENSMUSG00000016552,Foxred2,higher,1.23300045911659,0.0000000000000000000000000000000944749612084217
ENSMUSG00000019806,Aig1,lower,-1.94574515967561,0.0000000000000000000000000000000999915267484694
ENSMUSG00000029859,Epha1,lower,-1.25363904392011,0.000000000000000000000000000000116890320153488
ENSMUSG00000066607,6030419C18Rik,higher,1.14171309496725,0.000000000000000000000000000000117149422534084
ENSMUSG00000035954,Dock4,higher,1.07682190888933,0.000000000000000000000000000000167320881458456
ENSMUSG00000033207,Mamdc2,lower,-1.38706514219771,0.000000000000000000000000000000241071684377045
ENSMUSG00000103047,Gm37310,higher,3.12714050912062,0.000000000000000000000000000000246438052161987
ENSMUSG00000039942,Ptger4,lower,-1.69946388106139,0.000000000000000000000000000000355974594877251
ENSMUSG00000051177,Plcb1,higher,1.53898825573484,0.000000000000000000000000000000355974594877251
ENSMUSG00000091898,Tnnc1,lower,-1.79789323113405,0.000000000000000000000000000000391390518658196
ENSMUSG00000028736,Pax7,lower,-1.48608969899306,0.000000000000000000000000000000464290980788439
ENSMUSG00000038415,Foxq1,higher,2.42777995349146,0.000000000000000000000000000000477737644533048
ENSMUSG00000066842,Hmcn1,lower,-1.91179384082883,0.000000000000000000000000000000552794665878631
ENSMUSG00000028128,F3,higher,1.06238917948749,0.000000000000000000000000000000638159556308947
ENSMUSG00000034463,Scara3,higher,1.32909732760871,0.000000000000000000000000000000924183231837842
ENSMUSG00000015850,Adamtsl4,higher,1.05294641190341,0.00000000000000000000000000000126911709593802
ENSMUSG00000025348,Itga7,lower,-1.33909370659961,0.0000000000000000000000000000012744375993904
ENSMUSG00000006651,Aplp1,higher,1.72967597754983,0.00000000000000000000000000000192221336351142
ENSMUSG00000078956,Gm14221,lower,-1.50691816528307,0.00000000000000000000000000000244962394325104
ENSMUSG00000051920,Rspo2,higher,5.12873613636892,0.00000000000000000000000000000274443776150461
ENSMUSG00000017724,Etv4,lower,-1.14481944644026,0.00000000000000000000000000000295875826470607
ENSMUSG00000031070,Mrgprf,higher,1.05401626302045,0.00000000000000000000000000000295980348778628
ENSMUSG00000034780,B3galt1,higher,2.47514059963225,0.00000000000000000000000000000308727304797741
ENSMUSG00000020435,Osbp2,lower,-1.04201182364064,0.00000000000000000000000000000359187578294064
ENSMUSG00000040631,Dok4,higher,1.22444724368549,0.00000000000000000000000000000370963807680106
ENSMUSG00000019230,Lhx9,higher,1.41210691565281,0.00000000000000000000000000000375979683416962
ENSMUSG00000051497,Kcnj16,higher,2.54212871232435,0.00000000000000000000000000000457329163989919
ENSMUSG00000030468,Siglecg,lower,-1.70801179374805,0.00000000000000000000000000000482491649242442
ENSMUSG00000002980,Bcam,lower,-2.1518149559631,0.00000000000000000000000000000498704687440567
ENSMUSG00000056174,Col8a2,higher,2.78779377390218,0.0000000000000000000000000000053276327631255
ENSMUSG00000064179,Tnnt1,lower,-1.08582126241767,0.00000000000000000000000000000550103299375861
ENSMUSG00000048720,Tbc1d12,higher,1.07537416569807,0.00000000000000000000000000000626637555914308
ENSMUSG00000036036,Zfp57,lower,-1.03645127119989,0.00000000000000000000000000000821912054122125
ENSMUSG00000022514,Il1rap,lower,-1.26961803145264,0.00000000000000000000000000000892588405164355
ENSMUSG00000026890,Lhx6,higher,1.04982055517422,0.00000000000000000000000000000969055918921034
ENSMUSG00000071714,Csf2rb2,higher,3.65081615188165,0.0000000000000000000000000000113701096329883
ENSMUSG00000033715,Akr1c14,higher,2.1776777439381,0.000000000000000000000000000015936395812671
ENSMUSG00000003585,Sec14l2,lower,-1.02340852603332,0.0000000000000000000000000000253189141994665
ENSMUSG00000021367,Edn1,higher,2.26487920441006,0.0000000000000000000000000000383339285199472
ENSMUSG00000024885,Aldh3b1,lower,-1.20122213674694,0.0000000000000000000000000000453471005048621
ENSMUSG00000067586,S1pr3,lower,-2.345951134176,0.0000000000000000000000000000587543648053604
ENSMUSG00000041912,Tdrkh,higher,1.07025385422282,0.0000000000000000000000000000836762164598303
ENSMUSG00000008206,Cers4,higher,2.54211517988533,0.000000000000000000000000000104927194780108
ENSMUSG00000068246,Apol9b,lower,-1.0936399994344,0.000000000000000000000000000123719391600306
ENSMUSG00000040289,Hey1,lower,-2.30464938797355,0.000000000000000000000000000128712622558979
ENSMUSG00000027805,Pfn2,higher,1.19970104083892,0.000000000000000000000000000159209016860504
ENSMUSG00000027508,Pag1,lower,-1.70754348191629,0.000000000000000000000000000167048145874734
ENSMUSG00000026399,Cd55,lower,-1.82211946288322,0.000000000000000000000000000182909253495839
ENSMUSG00000027536,Chmp4c,lower,-1.14658568439021,0.000000000000000000000000000203680463341599
ENSMUSG00000027022,Xirp2,lower,-1.60269245659777,0.000000000000000000000000000222795113620518
ENSMUSG00000022584,Ly6c2,lower,-1.85428754928876,0.000000000000000000000000000229606904090143
ENSMUSG00000021596,Mctp1,lower,-3.31239412999815,0.000000000000000000000000000244967675440713
ENSMUSG00000063605,Ccdc102a,higher,1.06440017773446,0.000000000000000000000000000260996146553409
ENSMUSG00000001270,Ckb,lower,-1.04779369827061,0.000000000000000000000000000284881266875706
ENSMUSG00000079243,Xirp1,lower,-1.96467688707501,0.000000000000000000000000000316579273712501
ENSMUSG00000047996,Prrg1,higher,1.13383728102383,0.000000000000000000000000000332320247702834
ENSMUSG00000021390,Ogn,higher,1.83305474425711,0.000000000000000000000000000360100648553894
ENSMUSG00000063727,Tnfrsf11b,higher,2.67179195981291,0.000000000000000000000000000425776782006025
ENSMUSG00000036052,Dnajb5,lower,-1.01649383734918,0.000000000000000000000000000689241722935654
ENSMUSG00000024534,Sncaip,higher,2.22005211958062,0.000000000000000000000000000846148166815555
ENSMUSG00000006457,Actn3,lower,-1.56230445972878,0.00000000000000000000000000108445960375258
ENSMUSG00000000435,Myf5,lower,-1.60842602722267,0.00000000000000000000000000116840132498503
ENSMUSG00000027966,Col11a1,higher,4.26853370054104,0.00000000000000000000000000128191329050394
ENSMUSG00000057346,Apol9a,lower,-1.09232562093062,0.00000000000000000000000000133380645479519
ENSMUSG00000037206,Islr,higher,2.16087269306253,0.00000000000000000000000000142400156271827
ENSMUSG00000028278,Rragd,lower,-1.16684373702426,0.00000000000000000000000000162580179980358
ENSMUSG00000036334,Igsf10,higher,2.08278483798228,0.00000000000000000000000000203054135350452
ENSMUSG00000073177,Gm773,higher,1.6584406332133,0.00000000000000000000000000235794246486421
ENSMUSG00000004151,Etv1,lower,-1.56316396874521,0.00000000000000000000000000247945699996303
ENSMUSG00000015568,Lpl,lower,-1.18467555784784,0.00000000000000000000000000265008716036715
ENSMUSG00000026208,Des,lower,-1.26626552014344,0.00000000000000000000000000337751324202688
ENSMUSG00000038527,C1rl,higher,1.37767427024384,0.00000000000000000000000000396742026869346
ENSMUSG00000112854,Gm38403,lower,-2.2229732125118,0.00000000000000000000000000707824375819567
ENSMUSG00000030554,Synm,higher,2.0381294246339,0.00000000000000000000000000737402415155117
ENSMUSG00000031586,Rbpms,lower,-2.24733640136776,0.00000000000000000000000000851314702585791
ENSMUSG00000078866,Zfp970,lower,-1.19733107708246,0.00000000000000000000000000939889743339589
ENSMUSG00000038402,Foxf2,higher,1.28394611166673,0.00000000000000000000000000945179392970981
ENSMUSG00000028707,Dmbx1,lower,-1.76921124112289,0.0000000000000000000000000116659054962999
ENSMUSG00000047686,Rtl3,higher,4.19255743753502,0.0000000000000000000000000140375110326583
ENSMUSG00000043004,Gng2,higher,1.01211302258148,0.0000000000000000000000000151450092223573
ENSMUSG00000031673,Cdh11,lower,-4.75819003601667,0.0000000000000000000000000213469243919321
ENSMUSG00000028527,Ak4,lower,-1.46531346900396,0.0000000000000000000000000230330707822798
ENSMUSG00000031214,Ophn1,lower,-1.07744422047313,0.0000000000000000000000000230888585633081
ENSMUSG00000021768,Dusp13,lower,-1.66067020101087,0.0000000000000000000000000232137813921329
ENSMUSG00000046623,Gjb4,higher,1.76628739796749,0.0000000000000000000000000269105363029313
ENSMUSG00000032503,Arpp21,lower,-2.16761047990826,0.000000000000000000000000027890730038603
ENSMUSG00000038295,Atg9b,lower,-1.8574284939503,0.0000000000000000000000000324723470854933
ENSMUSG00000041112,Elmo1,higher,2.00517859100223,0.0000000000000000000000000328885768804402
ENSMUSG00000021614,Vcan,higher,1.03112430921425,0.0000000000000000000000000345530016862932
ENSMUSG00000026365,Cfh,higher,1.45608142184609,0.0000000000000000000000000383409210992003
ENSMUSG00000034127,Tspan8,higher,3.68577113645583,0.0000000000000000000000000438572151793952
ENSMUSG00000034898,Filip1,lower,-2.90312909863582,0.000000000000000000000000046173883891053
ENSMUSG00000039824,Myl6b,lower,-1.08702206345419,0.0000000000000000000000000600386724423948
ENSMUSG00000096956,Snhg18,higher,1.04766619104144,0.0000000000000000000000000608291911182673
ENSMUSG00000041439,Mfsd6,lower,-1.9407201858798,0.0000000000000000000000000712670219587555
ENSMUSG00000069255,Dusp22,lower,-2.0744380094427,0.0000000000000000000000000818019055885277
ENSMUSG00000018387,Shroom1,higher,1.09670154905772,0.000000000000000000000000107739833502431
ENSMUSG00000039578,Ccser1,higher,1.42616424045004,0.000000000000000000000000114369680004462
ENSMUSG00000041695,Kcnj2,higher,1.74764594401664,0.000000000000000000000000118270957238053
ENSMUSG00000000627,Sema4f,lower,-2.01138687030233,0.000000000000000000000000135345726400313
ENSMUSG00000058656,Samd12,lower,-2.4289203676788,0.000000000000000000000000141216272950861
ENSMUSG00000048078,Tenm4,lower,-1.59084057352966,0.000000000000000000000000146473784067133
ENSMUSG00000027339,Rassf2,higher,1.11164996157056,0.000000000000000000000000154656214348547
ENSMUSG00000021388,Aspn,higher,2.20189768973324,0.000000000000000000000000209482994964844
ENSMUSG00000047842,Diras2,lower,-2.67239593812615,0.000000000000000000000000234820871597357
ENSMUSG00000034330,Plcg2,lower,-1.81804131274891,0.000000000000000000000000279109511591912
ENSMUSG00000003665,Has1,lower,-1.12490341349593,0.000000000000000000000000300451276731145
ENSMUSG00000006542,Prkag3,lower,-1.86581158537839,0.000000000000000000000000318338082648938
ENSMUSG00000026255,Efhd1,lower,-2.06228879870276,0.000000000000000000000000332756070382715
ENSMUSG00000051747,Ttn,lower,-1.82574225660823,0.000000000000000000000000333547449481803
ENSMUSG00000044788,Fads6,higher,1.65516969592465,0.000000000000000000000000415322845048552
ENSMUSG00000039457,Ppl,higher,2.5712431522737,0.000000000000000000000000445202742132145
ENSMUSG00000031709,Tbc1d9,lower,-1.23708216350914,0.000000000000000000000000473247419470584
ENSMUSG00000038963,Slco4a1,lower,-3.70163901076806,0.00000000000000000000000054281255996636
ENSMUSG00000019838,Slc16a10,lower,-1.67728054445043,0.000000000000000000000000721347017004905
ENSMUSG00000050447,Lypd6,lower,-1.21831173165169,0.000000000000000000000000971383271107407
ENSMUSG00000051043,Gprc5c,lower,-3.0545513049967,0.00000000000000000000000110487645263527
ENSMUSG00000091345,Col6a5,higher,3.58458467594444,0.0000000000000000000000012025854445744
ENSMUSG00000026628,Atf3,lower,-1.55780381726197,0.00000000000000000000000142718221721871
ENSMUSG00000042258,Isl1,higher,2.33801909917018,0.00000000000000000000000150670010584786
ENSMUSG00000029757,Dync1i1,lower,-1.87176867311819,0.00000000000000000000000168956905608808
ENSMUSG00000004951,Hspb1,lower,-1.38597405216924,0.00000000000000000000000222689652680487
ENSMUSG00000039167,Adgrl4,higher,1.70677398919299,0.00000000000000000000000251904622840573
ENSMUSG00000030399,Ckm,lower,-2.83096889299591,0.00000000000000000000000255772513680932
ENSMUSG00000032358,Fam83b,lower,-2.34485099556108,0.00000000000000000000000273470177654021
ENSMUSG00000074207,Adh1,higher,4.06988913586627,0.0000000000000000000000032385175333751
ENSMUSG00000005360,Slc1a3,higher,3.56875865883975,0.00000000000000000000000367277608285341
ENSMUSG00000037990,Sh3rf3,higher,1.2685095945393,0.00000000000000000000000390343720192025
ENSMUSG00000041923,Nol4,lower,-1.015933209845,0.00000000000000000000000393499846906604
ENSMUSG00000104235,Gm37589,higher,1.63655292672064,0.00000000000000000000000417904151166313
ENSMUSG00000032265,Fam46a,higher,1.11003315252256,0.0000000000000000000000047845140152006
ENSMUSG00000031375,Bgn,higher,1.26327534228234,0.00000000000000000000000491329643343739
ENSMUSG00000040270,Bach2,higher,1.25106686251454,0.00000000000000000000000528909667856472
ENSMUSG00000040287,Stac3,lower,-1.3984365270328,0.00000000000000000000000552748547419362
ENSMUSG00000037621,Atoh8,higher,1.11198651866391,0.00000000000000000000000589495428760702
ENSMUSG00000020340,Cyfip2,lower,-2.60016900721928,0.00000000000000000000000590043880845657
ENSMUSG00000097248,Gm2694,higher,1.59175418100931,0.00000000000000000000000614104564001348
ENSMUSG00000022044,Stmn4,lower,-1.89486164206505,0.00000000000000000000000692827651293229
ENSMUSG00000028116,Myoz2,lower,-3.06326392000022,0.00000000000000000000000848292979433707
ENSMUSG00000035835,Plppr3,lower,-1.52122158874788,0.00000000000000000000000878657362872161
ENSMUSG00000040093,Bmf,higher,1.1773545971286,0.0000000000000000000000105187360381861
ENSMUSG00000045288,Ush1g,higher,2.77157430169222,0.0000000000000000000000106658558162284
ENSMUSG00000018411,Mapt,lower,-1.66755159631878,0.0000000000000000000000115355043602723
ENSMUSG00000045092,S1pr1,lower,-1.15950695340429,0.0000000000000000000000118794610461738
ENSMUSG00000054753,AU018091,lower,-1.36592613181377,0.0000000000000000000000124464747988604
ENSMUSG00000027009,Itga4,lower,-2.01052535036709,0.0000000000000000000000126022443954551
ENSMUSG00000043496,Tril,higher,2.11212019160381,0.0000000000000000000000128642502013369
ENSMUSG00000029337,Fgf5,lower,-2.37087980463887,0.0000000000000000000000133282303412076
ENSMUSG00000059674,Cdh24,higher,1.04422407225442,0.0000000000000000000000138469979910806
ENSMUSG00000030222,Rerg,higher,1.70197839621673,0.0000000000000000000000146207343847671
ENSMUSG00000070509,Rgma,lower,-1.02937040108475,0.0000000000000000000000163726195301137
ENSMUSG00000042367,Gjb3,higher,1.12982195133573,0.0000000000000000000000200524350263178
ENSMUSG00000079092,Prl2c2,lower,-2.58275705786611,0.0000000000000000000000279033961387133
ENSMUSG00000027562,Car2,higher,1.42701456516874,0.0000000000000000000000290820760614958
ENSMUSG00000067780,Pi15,higher,1.68614867173182,0.0000000000000000000000343959028461972
ENSMUSG00000052852,Reep1,lower,-1.65864285057254,0.0000000000000000000000393832553342928
ENSMUSG00000023960,Enpp5,lower,-1.37326319648696,0.0000000000000000000000432599954210012
ENSMUSG00000027750,Postn,higher,1.19517407081033,0.0000000000000000000000437707715556224
ENSMUSG00000022519,Srl,lower,-1.8377951664471,0.0000000000000000000000475790934044678
ENSMUSG00000038540,Tmc3,lower,-2.60430349422163,0.0000000000000000000000495710644381745
ENSMUSG00000034551,Hdx,lower,-1.56947805015057,0.0000000000000000000000607438501279169
ENSMUSG00000022040,Ephx2,higher,2.38961775411345,0.0000000000000000000000631837468926498
ENSMUSG00000027955,Fam198b,higher,1.27182145163166,0.0000000000000000000000660279750490566
ENSMUSG00000038271,Iffo1,lower,-1.07324026598378,0.0000000000000000000000667685313848434
ENSMUSG00000046180,4930550L24Rik,lower,-1.46074584286936,0.0000000000000000000000669266659036905
ENSMUSG00000062184,Hs6st2,lower,-4.20340802945817,0.0000000000000000000000698478347876109
ENSMUSG00000020140,Lgr5,higher,3.86075827125295,0.0000000000000000000000732065657988213
ENSMUSG00000040605,Bace2,lower,-2.30991445182969,0.0000000000000000000000792301181663936
ENSMUSG00000085057,Gm13415,lower,-2.38087115293787,0.0000000000000000000000807433520426146
ENSMUSG00000095799,Gm8332,higher,1.79824519513616,0.0000000000000000000000896206051768042
ENSMUSG00000032122,Slc37a2,lower,-1.3588321239099,0.0000000000000000000000901662922779046
ENSMUSG00000036867,Smad6,higher,1.51420588016094,0.000000000000000000000101439941452362
ENSMUSG00000103807,Trbv6,higher,2.62113202640678,0.000000000000000000000117901272120491
ENSMUSG00000032549,Rab6b,higher,1.27447083409164,0.000000000000000000000139809292702084
ENSMUSG00000070780,Rbm47,lower,-2.43173866948145,0.000000000000000000000161047849646271
ENSMUSG00000062077,Trim54,lower,-1.85735543114988,0.000000000000000000000177484614421028
ENSMUSG00000037280,Galnt6,lower,-3.88778262405966,0.000000000000000000000184555660192055
ENSMUSG00000033581,Igf2bp2,lower,-1.91259493987844,0.00000000000000000000019086749434561
ENSMUSG00000018500,Adora2b,lower,-1.07692358467409,0.000000000000000000000197525309196064
ENSMUSG00000029153,Ociad2,lower,-1.28837943280018,0.000000000000000000000245442725191804
ENSMUSG00000030638,Sh3gl3,higher,1.51970592919671,0.00000000000000000000024984633052301
ENSMUSG00000026068,Il18rap,lower,-1.80238220494479,0.000000000000000000000269100178931397
ENSMUSG00000118029,ENSMUSG00000118029,lower,-1.54471197001917,0.000000000000000000000320246642186409
ENSMUSG00000020908,Myh3,lower,-3.06096614600413,0.000000000000000000000440173916360416
ENSMUSG00000028020,Glrb,lower,-1.00375953396009,0.000000000000000000000469035933877973
ENSMUSG00000022754,Tmem45a,higher,1.20206946310021,0.000000000000000000000483594745391292
ENSMUSG00000037846,Rtkn2,lower,-1.07049005631569,0.000000000000000000000537328388797271
ENSMUSG00000037010,Apln,higher,1.48866642622165,0.000000000000000000000554441364899322
ENSMUSG00000027796,Smad9,higher,1.37410111385292,0.000000000000000000000581310363119437
ENSMUSG00000027460,Angpt4,higher,2.30800686762972,0.000000000000000000000692197546315703
ENSMUSG00000003282,Plag1,lower,-1.52995108536199,0.000000000000000000000702797680451788
ENSMUSG00000045083,Lingo2,lower,-1.63929457337472,0.00000000000000000000072298879389745
ENSMUSG00000057836,Xlr3a,higher,1.08892824213605,0.000000000000000000000956277271927063
ENSMUSG00000020303,Stc2,lower,-1.14872383796255,0.00000000000000000000115205003033382
ENSMUSG00000040170,Fmo2,higher,4.09729761414452,0.0000000000000000000013672007617215
ENSMUSG00000031877,Ces2g,higher,1.70402196973255,0.00000000000000000000148418760243656
ENSMUSG00000026950,Neb,lower,-2.35157171406463,0.00000000000000000000160010524179648
ENSMUSG00000040483,Xaf1,lower,-1.32892893564917,0.00000000000000000000163524765299088
ENSMUSG00000037138,Aff3,higher,3.5073098477202,0.00000000000000000000199324830456416
ENSMUSG00000045573,Penk,higher,3.93003422550546,0.00000000000000000000202460623070498
ENSMUSG00000044716,Dok7,lower,-1.49228213657804,0.0000000000000000000023009343631187
ENSMUSG00000049641,Vgll2,lower,-1.95376871011651,0.00000000000000000000234099354832902
ENSMUSG00000036894,Rap2b,lower,-1.04050643381437,0.00000000000000000000296695798281433
ENSMUSG00000026407,Cacna1s,lower,-2.91754545436991,0.00000000000000000000318094664591338
ENSMUSG00000001027,Scn4a,lower,-2.77688585678724,0.00000000000000000000427125772670205
ENSMUSG00000033389,Arhgap44,lower,-1.01281934799958,0.00000000000000000000544645213778173
ENSMUSG00000022790,Igsf11,lower,-1.08137325843998,0.00000000000000000000544944911725106
ENSMUSG00000041476,Smpx,lower,-2.5869391664245,0.00000000000000000000594346997113436
ENSMUSG00000070866,Zfp804a,higher,3.16520581129372,0.00000000000000000000632222280311853
ENSMUSG00000097289,2010300F17Rik,higher,1.43983992707783,0.00000000000000000000691054808754171
ENSMUSG00000033152,Podxl2,higher,1.43713841495995,0.00000000000000000000814710334972606
ENSMUSG00000023094,Msrb2,lower,-2.13555834211679,0.00000000000000000000824696996976728
ENSMUSG00000057766,Ankrd29,higher,1.05547303520024,0.00000000000000000000963779585325241
ENSMUSG00000038515,Grtp1,lower,-1.02999297450859,0.0000000000000000000107071896869332
ENSMUSG00000023224,Serping1,lower,-3.34135081144245,0.0000000000000000000114366365181233
ENSMUSG00000029868,Trpv6,higher,1.52926060785375,0.0000000000000000000154627798807685
ENSMUSG00000047496,Rnf152,higher,1.53344906427641,0.0000000000000000000168071771758078
ENSMUSG00000074657,Kif5a,higher,1.54208537565774,0.0000000000000000000173830719573272
ENSMUSG00000023959,Clic5,lower,-1.8615992940474,0.0000000000000000000174208691501588
ENSMUSG00000022415,Syngr1,higher,1.33015980834442,0.0000000000000000000177812353448922
ENSMUSG00000032243,Itga11,higher,3.7821686064348,0.0000000000000000000208874688421156
ENSMUSG00000029061,Mmp23,higher,1.39418351158945,0.0000000000000000000236973880125334
ENSMUSG00000090394,4930523C07Rik,lower,-1.57900492167922,0.0000000000000000000240919899863746
ENSMUSG00000033308,Dpyd,higher,1.70822518479934,0.00000000000000000002494458683557
ENSMUSG00000026475,Rgs16,lower,-1.40292272315655,0.0000000000000000000257240871645093
ENSMUSG00000039316,Rftn1,lower,-3.38496577055201,0.0000000000000000000271488554107421
ENSMUSG00000022197,Pdzd2,higher,1.59060417462378,0.0000000000000000000312828696455483
ENSMUSG00000049001,Ndnf,higher,5.71241998120883,0.000000000000000000032657383862669
ENSMUSG00000041577,Prelp,higher,2.39389504345651,0.0000000000000000000326684039697811
ENSMUSG00000001622,Csn3,lower,-3.82800804033982,0.0000000000000000000372514179169753
ENSMUSG00000025105,Bnc1,higher,2.65212160237654,0.0000000000000000000376892049428375
ENSMUSG00000056145,AI504432,lower,-2.64856028854447,0.0000000000000000000384764296953891
ENSMUSG00000027070,Lrp2,higher,1.56320866250374,0.0000000000000000000412569479622946
ENSMUSG00000025466,Fuom,higher,1.30848030658307,0.0000000000000000000708452180186304
ENSMUSG00000006575,Rundc3a,lower,-1.41344661672122,0.0000000000000000000756863129839653
ENSMUSG00000104876,Trdc,higher,1.43660857130848,0.0000000000000000000766234937931182
ENSMUSG00000063458,Lrmda,higher,2.5378476095728,0.0000000000000000000928087467157056
ENSMUSG00000079588,Tmem182,lower,-2.48140776355673,0.000000000000000000104481036607303
ENSMUSG00000025551,Fgf14,higher,3.36835939465751,0.000000000000000000112375750907607
ENSMUSG00000019851,Perp,higher,3.79528585286036,0.000000000000000000118012504845973
ENSMUSG00000022332,Khdrbs3,lower,-1.32483998140267,0.000000000000000000119806012557378
ENSMUSG00000051527,Usp29,lower,-1.31467355651352,0.000000000000000000122514689524775
ENSMUSG00000018012,Rac3,higher,1.51717331348716,0.000000000000000000144359709328177
ENSMUSG00000079034,Gm8300,higher,4.98915381090712,0.00000000000000000015138716885153
ENSMUSG00000070643,Sox13,lower,-2.12092697105071,0.000000000000000000179073024503696
ENSMUSG00000002384,Bmp8b,lower,-2.52910393670529,0.000000000000000000182292241353399
ENSMUSG00000015243,Abca1,lower,-2.73745491632665,0.000000000000000000183273994033725
ENSMUSG00000079428,Tceal7,lower,-2.96239861951719,0.000000000000000000189988177774953
ENSMUSG00000042254,Cilp,higher,3.19939379864317,0.000000000000000000195611568148387
ENSMUSG00000020086,H2afy2,lower,-1.06154119241462,0.000000000000000000227487743063515
ENSMUSG00000039217,Il18,lower,-1.4476688461617,0.000000000000000000229252058944273
ENSMUSG00000027861,Casq2,lower,-2.93019165415554,0.000000000000000000248178578634151
ENSMUSG00000058145,Adamts17,higher,2.50558736838118,0.00000000000000000027976682618713
ENSMUSG00000086413,Gm12415,lower,-1.05083704545597,0.000000000000000000293750074195022
ENSMUSG00000042988,Notum,higher,1.89977898768747,0.000000000000000000294422077880766
ENSMUSG00000052581,Lrrtm4,higher,3.66721317454839,0.000000000000000000311796658967382
ENSMUSG00000040747,Cd53,lower,-1.79210352748561,0.000000000000000000339271130351987
